satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
0.9604649999999999,0.0,32076.0,500.0,0.919219,-1.0
0.9720929999999999,0.0,23588.0,500.0,0.9254049999999999,-1.0
0.9720929999999999,0.0,25380.0,500.0,0.9126920000000001,-1.0
0.9651159999999999,0.0,36457.0,500.0,0.9315520000000002,-1.0
0.9674419999999999,0.0,32426.0,500.0,0.923114,-1.0
0.946512,0.0,36910.0,500.0,0.906466,-1.0
0.9697670000000003,0.0,33174.0,500.0,0.926601,-1.0
0.9767439999999998,0.0,29371.0,500.0,0.92868,-1.0
0.9651159999999999,0.0,32957.0,500.0,0.92164,-1.0
0.9604649999999999,0.0,33500.0,500.0,0.9097389999999999,-1.0
0.9627909999999998,0.0,40871.0,500.0,0.9337199999999999,-1.0
0.9744189999999999,0.0,27242.0,500.0,0.9269169999999999,-1.0
0.9651159999999999,0.0,34590.0,500.0,0.9195019999999999,-1.0
0.9627909999999998,0.0,30379.0,500.0,0.915309,-1.0
0.9627909999999998,0.0,37727.0,500.0,0.9291219999999999,-1.0
0.9674419999999999,0.0,29695.0,500.0,0.9219760000000001,-1.0
0.9651159999999999,0.0,29193.0,500.0,0.912158,-1.0
0.9627909999999998,0.0,36891.0,500.0,0.9138160000000001,-1.0
0.9720929999999999,0.0,33935.0,500.0,0.9461150000000002,-1.0
0.9790699999999999,0.0,22305.0,500.0,0.9227079999999999,-1.0
0.9674419999999999,0.0,31086.0,500.0,0.924611,-1.0
0.95814,0.0,31079.0,500.0,0.910136,-1.0
0.95814,0.0,32968.0,500.0,0.901097,-1.0
0.9767439999999998,0.0,23903.0,500.0,0.9198869999999999,-1.0
0.9697670000000003,0.0,28444.0,500.0,0.9230110000000001,-1.0
0.9534879999999999,0.0,37286.0,500.0,0.917939,-1.0
0.9697670000000003,0.0,32688.0,500.0,0.9233420000000001,-1.0
0.9651159999999999,0.0,32607.0,500.0,0.924756,-1.0
0.9627909999999998,0.0,35207.0,500.0,0.927636,-1.0
0.9674419999999999,0.0,34958.0,500.0,0.922817,-1.0
0.9651159999999999,0.0,34906.0,500.0,0.9278090000000001,-1.0
0.9627909999999998,0.0,31740.0,500.0,0.9174380000000001,-1.0
0.9837209999999998,0.0,31646.0,500.0,0.94277,-1.0
0.9558139999999999,0.0,28998.0,500.0,0.9030699999999999,-1.0
0.9720929999999999,0.0,36498.0,500.0,0.9367449999999999,-1.0
0.9744189999999999,0.0,25082.0,500.0,0.9284399999999999,-1.0
0.9744189999999999,0.0,30693.0,500.0,0.9349830000000001,-1.0
0.9697670000000003,0.0,28937.0,500.0,0.9267470000000001,-1.0
0.9627909999999998,0.0,37123.0,500.0,0.923681,-1.0
0.9627909999999998,0.0,22785.0,500.0,0.902219,-1.0
0.9697670000000003,0.0,28347.0,500.0,0.921587,-1.0
0.9697670000000003,0.0,33015.0,500.0,0.9280849999999999,-1.0
0.9744189999999999,0.0,23355.0,500.0,0.9145239999999999,-1.0
0.9627909999999998,0.0,34459.0,500.0,0.923762,-1.0
0.9674419999999999,0.0,28331.0,500.0,0.920456,-1.0
0.9813949999999998,0.0,29827.0,500.0,0.934916,-1.0
0.9720929999999999,0.0,30041.0,500.0,0.9251970000000002,-1.0
0.9697670000000003,0.0,32576.0,500.0,0.9397870000000002,-1.0
0.9651159999999999,0.0,31154.0,500.0,0.918047,-1.0
