satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
0.9837209999999998,0.0,279666.0,500.0,0.962138,-1.0
0.988372,0.0,188480.0,500.0,0.9691620000000001,-1.0
0.9837209999999998,0.0,133139.0,500.0,0.9565579999999999,-1.0
0.9860469999999999,0.0,167479.0,500.0,0.9707839999999999,-1.0
0.9860469999999999,0.0,161519.0,500.0,0.9715170000000001,-1.0
0.9837209999999998,0.0,145170.0,500.0,0.9577570000000002,-1.0
0.9767439999999998,0.0,158012.0,500.0,0.9589199999999998,-1.0
0.9767439999999998,0.0,153410.0,500.0,0.955463,-1.0
0.9837209999999998,0.0,146284.0,500.0,0.959456,-1.0
0.9837209999999998,0.0,139462.0,500.0,0.9660030000000001,-1.0
0.9767439999999998,0.0,174098.0,500.0,0.9668329999999999,-1.0
0.9906979999999999,0.0,182535.0,500.0,0.9807070000000001,-1.0
0.9813949999999998,0.0,147153.0,500.0,0.9646100000000001,-1.0
0.9860469999999999,0.0,169347.0,500.0,0.9722430000000001,-1.0
0.9813949999999998,0.0,165250.0,500.0,0.9658239999999999,-1.0
0.9813949999999998,0.0,158029.0,500.0,0.9576610000000001,-1.0
0.9813949999999998,0.0,147124.0,500.0,0.9596649999999999,-1.0
0.9790699999999999,0.0,137097.0,500.0,0.968862,-1.0
0.9697670000000003,0.0,193290.0,500.0,0.951674,-1.0
0.988372,0.0,178249.0,500.0,0.9744949999999999,-1.0
0.9767439999999998,0.0,166596.0,500.0,0.956491,-1.0
0.988372,0.0,157175.0,500.0,0.969559,-1.0
0.988372,0.0,130843.0,500.0,0.9768229999999999,-1.0
0.9860469999999999,0.0,150197.0,500.0,0.9620840000000002,-1.0
0.9790699999999999,0.0,172223.0,500.0,0.96105,-1.0
0.9813949999999998,0.0,157645.0,500.0,0.9597289999999999,-1.0
0.9744189999999999,0.0,145478.0,500.0,0.952284,-1.0
0.9837209999999998,0.0,174331.0,500.0,0.969652,-1.0
0.9790699999999999,0.0,183409.0,500.0,0.9679649999999999,-1.0
0.9790699999999999,0.0,147885.0,500.0,0.962787,-1.0
0.9790699999999999,0.0,164746.0,500.0,0.960758,-1.0
0.9906979999999999,0.0,161771.0,500.0,0.975182,-1.0
0.988372,0.0,165625.0,500.0,0.976652,-1.0
0.988372,0.0,169569.0,500.0,0.9757849999999999,-1.0
0.9790699999999999,0.0,170196.0,500.0,0.9680690000000001,-1.0
0.9860469999999999,0.0,199816.0,500.0,0.975042,-1.0
0.9744189999999999,0.0,173394.0,500.0,0.9544200000000002,-1.0
0.9790699999999999,0.0,188116.0,500.0,0.965759,-1.0
0.988372,0.0,152405.0,500.0,0.9731850000000002,-1.0
0.9744189999999999,0.0,161171.0,500.0,0.9482990000000001,-1.0
0.9767439999999998,0.0,168296.0,500.0,0.957564,-1.0
0.988372,0.0,171612.0,500.0,0.9789689999999999,-1.0
0.9860469999999999,0.0,168985.0,500.0,0.9743879999999999,-1.0
0.9837209999999998,0.0,165332.0,500.0,0.967259,-1.0
0.988372,0.0,154303.0,500.0,0.9631529999999999,-1.0
0.9767439999999998,0.0,149914.0,500.0,0.954639,-1.0
0.9837209999999998,0.0,245388.0,500.0,0.9572280000000001,-1.0
0.9837209999999998,0.0,195559.0,500.0,0.970912,-1.0
0.9813949999999998,0.0,157740.0,500.0,0.962552,-1.0
0.9790699999999999,0.0,165415.0,500.0,0.963414,-1.0
0.9720929999999999,0.0,142048.0,500.0,0.957577,-1.0
0.9813949999999998,0.0,277929.0,500.0,0.9677939999999999,-1.0
0.9813949999999998,0.0,255150.0,500.0,0.96448,-1.0
0.9813949999999998,0.0,277649.0,500.0,0.967426,-1.0
0.988372,0.0,262885.0,500.0,0.973725,-1.0
0.9837209999999998,0.0,295097.0,500.0,0.9713860000000001,-1.0
0.9813949999999998,0.0,282670.0,500.0,0.963105,-1.0
0.9790699999999999,0.0,315368.0,500.0,0.964696,-1.0
0.9860469999999999,0.0,280432.0,500.0,0.9686400000000001,-1.0
0.9744189999999999,0.0,285450.0,500.0,0.9590569999999999,-1.0
0.9790699999999999,0.0,283252.0,500.0,0.9612209999999999,-1.0
0.9813949999999998,0.0,241838.0,500.0,0.9554949999999998,-1.0
0.9813949999999998,0.0,255966.0,500.0,0.97033,-1.0
0.9837209999999998,0.0,276692.0,500.0,0.969999,-1.0
0.9860469999999999,0.0,259941.0,500.0,0.958554,-1.0
0.9813949999999998,0.0,312713.0,500.0,0.966916,-1.0
0.9813949999999998,0.0,268040.0,500.0,0.9646079999999999,-1.0
0.9744189999999999,0.0,262988.0,500.0,0.960403,-1.0
0.9790699999999999,0.0,307261.0,500.0,0.968971,-1.0
0.9813949999999998,0.0,305066.0,500.0,0.9690160000000001,-1.0
0.9837209999999998,0.0,218316.0,500.0,0.966141,-1.0
0.988372,0.0,296270.0,500.0,0.975719,-1.0
0.9790699999999999,0.0,292209.0,500.0,0.961394,-1.0
0.9837209999999998,0.0,249188.0,500.0,0.9617790000000002,-1.0
0.9790699999999999,0.0,218007.0,500.0,0.9565430000000001,-1.0
0.9860469999999999,0.0,278745.0,500.0,0.9689689999999999,-1.0
0.988372,0.0,264688.0,500.0,0.9715770000000001,-1.0
0.9744189999999999,0.0,290463.0,500.0,0.960053,-1.0
0.9813949999999998,0.0,297043.0,500.0,0.965403,-1.0
0.9837209999999998,0.0,294606.0,500.0,0.9694520000000001,-1.0
0.9860469999999999,0.0,289635.0,500.0,0.9728809999999999,-1.0
0.9744189999999999,0.0,307090.0,500.0,0.965598,-1.0
0.9813949999999998,0.0,228605.0,500.0,0.9550629999999998,-1.0
0.988372,0.0,313865.0,500.0,0.976305,-1.0
0.9860469999999999,0.0,301945.0,500.0,0.9700969999999998,-1.0
0.9790699999999999,0.0,244221.0,500.0,0.9665250000000001,-1.0
0.9860469999999999,0.0,280095.0,500.0,0.968178,-1.0
0.9906979999999999,0.0,312856.0,500.0,0.9806690000000001,-1.0
0.9790699999999999,0.0,249001.0,500.0,0.960511,-1.0
0.9790699999999999,0.0,309587.0,500.0,0.964152,-1.0
0.9720929999999999,0.0,261686.0,500.0,0.9463480000000001,-1.0
0.9813949999999998,0.0,332215.0,500.0,0.9673619999999999,-1.0
0.9767439999999998,0.0,239755.0,500.0,0.9494640000000001,-1.0
0.9930230000000002,0.0,298042.0,500.0,0.9823869999999999,-1.0
0.9837209999999998,0.0,281877.0,500.0,0.968057,-1.0
0.9813949999999998,0.0,274607.0,500.0,0.960633,-1.0
0.9860469999999999,0.0,313004.0,500.0,0.9740110000000002,-1.0
0.9837209999999998,0.0,313742.0,500.0,0.9677679999999999,-1.0
0.9837209999999998,0.0,254816.0,500.0,0.9585290000000001,-1.0
0.988372,0.0,234550.0,500.0,0.9674790000000002,-1.0
