satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,relative_error_avg
0.983015,0.0,14662.333333333334,1500.0,0.014342574800988196
0.9787683333333334,0.0,9488.333333333334,1500.0,0.04141513920901475
0.9787683333333334,0.0,10653.333333333334,1500.0,0.00040692396782170473
0.980892,0.0,12138.666666666666,1500.0,0.0076327554247083195
0.9787686666666667,0.0,8479.0,1500.0,0.013738502736057749
0.9745223333333333,0.0,12440.0,1500.0,0.04074290972977495
0.9681526666666667,0.0,13019.333333333334,1500.0,0.006208619934564753
0.9872613333333334,0.0,14430.0,1500.0,0.0380641290580628
0.970276,0.0,11167.0,1500.0,0.010360683148214499
0.9893843333333333,0.0,9691.333333333334,1500.0,0.014242115971515769
0.983015,0.0,15184.0,1500.0,0.017748161566496303
0.9957540000000001,0.3333333333333333,11994.666666666666,1500.0,0.051129921156026686
0.9766456666666666,0.0,13780.666666666666,1500.0,0.021537442014579192
0.970276,0.0,10491.0,1500.0,0.015226968013790462
0.9660293333333333,0.0,11131.666666666666,1500.0,0.10378449843001157
0.9723993333333333,0.0,12791.0,1500.0,0.08989434219495569
0.9808916666666666,0.0,12689.666666666666,1500.0,0.020959838073932036
0.953291,0.0,12401.0,1500.0,0.14930491195551437
0.9702756666666668,0.0,8821.666666666666,1500.0,0.013173608001194208
0.9766456666666666,0.0,14430.0,1500.0,0.0231519090170593
