satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
0.985915,0.0,10584.0,1000.0,0.9797040000000001,0.029371717564676138
1.0,1.0,12434.0,1000.0,0.9959240000000001,0.0
0.985915,0.0,11483.0,1000.0,0.970683,0.039750090546903295
1.0,1.0,9439.0,1000.0,0.9642990000000001,0.0
0.985915,0.0,12923.0,1000.0,0.972618,0.03194122814022199
1.0,1.0,11510.0,1000.0,0.964154,0.0
0.985915,0.0,14286.0,1000.0,0.9854559999999999,0.022034625840606666
1.0,1.0,14470.0,1000.0,0.997719,0.0
0.985915,0.0,12726.0,1000.0,0.9666159999999999,0.03826384922901199
1.0,1.0,17614.0,1000.0,0.998146,0.0
