satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,fitness_value,relative_error_avg
1.0,1.0,10282.0,1000.0,0.985674,0.0
1.0,1.0,12434.0,1000.0,0.9974529999999999,0.0
1.0,1.0,11044.0,1000.0,0.9778990000000001,0.0
1.0,1.0,9439.0,1000.0,0.9776869999999999,0.0
1.0,1.0,12523.0,1000.0,0.980796,0.0
1.0,1.0,11510.0,1000.0,0.9775959999999999,0.0
1.0,1.0,13978.0,1000.0,0.990884,0.0
1.0,1.0,14470.0,1000.0,0.998574,0.0
1.0,1.0,12257.0,1000.0,0.9757770000000001,0.0
1.0,1.0,17614.0,1000.0,0.998842,0.0
