,population_size,relative_error_avg,satisfied_clauses
0,5,0.17073129332296286,0.9669726000000001
1,6,0.21653193234238208,0.9697248999999999
2,7,0.14584695427518377,0.9683487
3,8,0.17558822271580973,0.9747705999999999
4,9,0.11274043788067982,0.9729357999999999
5,10,0.15166272805124542,0.9743119
6,11,0.12625597064059624,0.9756881
7,12,0.13031854823566616,0.9775229999999999
8,13,0.15169531230232178,0.9811927
9,14,0.1078519211180323,0.9816512999999999
10,15,0.12132727737617259,0.9784402999999999
11,16,0.10033786537582348,0.9807339
12,17,0.13298992366666043,0.9834863
13,18,0.125124007033785,0.9825689000000001
14,19,0.08755399612925574,0.9793576999999999
15,20,0.08010501256048443,0.9839449
16,21,0.1269726701381259,0.980734
17,22,0.08903254410758091,0.9821099999999999
18,23,0.07986274399934701,0.9857799
19,24,0.06378343684524865,0.9871561
20,25,0.055210610512537915,0.9889910000000001
21,26,0.0696388990985758,0.9830277000000001
22,27,0.053231567274894066,0.9880735999999999
23,28,0.06187358615373693,0.9871561
24,29,0.07342465801575669,0.9889909999999998
25,30,0.059952747818574924,0.9885322999999999
26,31,0.07123900439242374,0.9853213000000001
27,32,0.08828639159346426,0.9839450000000001
28,33,0.07134261915094542,0.9889911
29,34,0.046881010792396774,0.9857800000000001
30,35,0.045671121165010896,0.9871559
31,36,0.07480731341483601,0.9793575999999999
32,37,0.06960715149114269,0.9834863
33,38,0.08612306055858163,0.983945
34,39,0.05620098042236088,0.9848626000000001
35,40,0.06926424114036894,0.9880735999999999
36,41,0.09755800669466212,0.9839450000000001
37,42,0.07129402795646655,0.9857799999999999
38,43,0.04533110032756734,0.9862385999999999
39,44,0.04521999045125127,0.9866975
40,45,0.07266547084094047,0.9862385
41,46,0.06197013861139501,0.9876149999999999
42,47,0.0790617261498749,0.9903671
43,48,0.05559198256742835,0.9899084
44,49,0.030686902412194173,0.9885322999999999
45,50,0.050640900382068796,0.9894499
46,51,0.04487070771706807,0.9889910000000001
47,52,0.04776834857436609,0.9866974
48,53,0.040742002593437555,0.9885322999999999
49,54,0.09248018099859104,0.9866974
50,55,0.04163038626076049,0.9903673
51,56,0.03549007453686747,0.9908259999999999
52,57,0.04983681963388531,0.9885322000000001
53,58,0.025202284606482418,0.9903672
54,59,0.03330127677287486,0.9903672
55,60,0.06436323590310446,0.9876148
56,61,0.054756160063122984,0.9871561
57,62,0.03498639138610046,0.9944955999999999
58,63,0.042239664331247595,0.9889908999999999
59,64,0.06296968693785857,0.9880736999999999
60,65,0.03464511460772217,0.9917432999999999
61,66,0.04954627361945008,0.9908258999999999
62,67,0.036113399024811546,0.9912846999999999
63,68,0.041087063749312626,0.9917434
64,69,0.0540296396752266,0.9912846999999999
65,70,0.027764957262036982,0.9922020999999999
66,71,0.04831677193919787,0.9866973
67,72,0.056967645384034114,0.9949542999999998
68,73,0.04262256653827831,0.9922020999999999
69,74,0.07150091563493546,0.9922020999999999
70,75,0.03650185941820498,0.9889911
71,76,0.04344878863043787,0.9917433000000001
72,77,0.029177908254159814,0.9903673
73,78,0.03518249683162958,0.9926607999999998
74,79,0.051177340867879895,0.9926608
75,80,0.0362327954616152,0.9940368999999999
76,81,0.030046671662837775,0.9926608
77,82,0.04742484707161771,0.9935782
78,83,0.051724319798425046,0.990826
79,84,0.02855375934143664,0.9940368999999999
80,85,0.04949115960983809,0.9908258999999999
81,86,0.028959036305868036,0.9912846999999999
82,87,0.026032435716495002,0.9922020999999999
83,88,0.0446241391913565,0.9944955
84,89,0.0404251968305899,0.9917434
85,90,0.027377818482679117,0.9931195
86,91,0.029318607052534536,0.9940368999999999
87,92,0.038058508926038986,0.9940368999999999
88,93,0.04414026736588967,0.9931194
89,94,0.04308779139740309,0.9926606999999998
90,95,0.05095346419284463,0.9931195
91,96,0.039561215382419676,0.9926607999999998
92,97,0.03634345890871291,0.9908258999999999
93,98,0.03493564263318026,0.9931194999999999
94,99,0.03606170337694141,0.9922020999999999
95,100,0.04572452095519012,0.9908258999999999
96,101,0.03542256859640838,0.9931194999999999
97,102,0.03441935058038325,0.9922019999999998
98,103,0.03669265840353168,0.9922020999999999
99,104,0.046339189212814706,0.9926606999999998
100,105,0.03670430277323628,0.9917433999999998
101,106,0.02027261519301361,0.9903673
102,107,0.028908859625231632,0.9931194
103,108,0.03606651850077187,0.9917433999999998
104,109,0.02634133353257786,0.9931195
105,110,0.03231148115404659,0.9958717
106,111,0.03296311584649601,0.9922020999999999
107,112,0.030395285141281668,0.9926608
108,113,0.03071882744569731,0.9931194999999999
109,114,0.03261293694509408,0.9958717
110,115,0.04042338581672344,0.9940369
111,116,0.029895588675941616,0.9935782
112,117,0.045632302719511804,0.9917432999999999
113,118,0.037151068415467454,0.9912844999999999
114,119,0.04459049256731857,0.9899085
115,120,0.047253002107195415,0.9954129999999999
116,121,0.02816686236767123,0.990826
117,122,0.03923287773705975,0.9931194999999999
118,123,0.03783338965687204,0.9935780999999999
119,124,0.026230559228115798,0.9912846999999999
120,125,0.02847280075446172,0.9899085
121,126,0.022598301442819067,0.9912846999999999
122,127,0.02224150944648103,0.992202
123,128,0.04859272510304918,0.9917433999999998
124,129,0.04106434444798805,0.9912846
125,130,0.04862910312872652,0.9917434
126,131,0.047335171644548216,0.9935782
127,132,0.032133981085848674,0.9931194999999999
128,133,0.03208892445337319,0.9912846999999999
129,134,0.045655834032390166,0.9922019999999998
130,135,0.030935426054835742,0.9922020999999999
131,136,0.026073761192234028,0.9912846999999999
132,137,0.03858887402743703,0.992202
133,138,0.035908932207726174,0.9931195
134,139,0.043413835056207085,0.992202
135,140,0.039691877368788625,0.9899085
136,141,0.03525846652766607,0.9931194
137,142,0.02062924946534308,0.990826
138,143,0.0503825711462377,0.9912846999999999
139,144,0.03212973012390104,0.9944955999999999
140,145,0.02180041489195401,0.9922020999999999
141,146,0.035123556299873945,0.9908258999999999
142,147,0.01405903576649092,0.9940368999999999
143,148,0.028161580308499433,0.9944954999999999
144,149,0.030015394861708632,0.9922020999999999
145,150,0.033465579994601924,0.9926607999999998
146,151,0.02806476092323144,0.9917433000000001
147,152,0.015948502803039544,0.9926607999999998
148,153,0.03928612133661684,0.9954129999999999
149,154,0.035695936769616264,0.9931193999999998
150,155,0.027709646370865704,0.9944955999999999
151,156,0.02946215931081248,0.9931194999999999
152,157,0.0323627065679611,0.9931194
153,158,0.023746372837209293,0.9935782
154,159,0.05528190252964684,0.9935781999999997
155,160,0.02829287292605156,0.9926608
156,161,0.029113108872026765,0.9949543000000001
157,162,0.04637854572759144,0.9958717
158,163,0.030451365552919673,0.9949543000000001
159,164,0.022853284049829673,0.9935782
160,165,0.02446868043554645,0.9944955999999999
161,166,0.01657625290882159,0.9940368999999999
162,167,0.027102724788490525,0.9940368999999999
163,168,0.02076107026132224,0.9958717
164,169,0.03209142451080603,0.9935782
165,170,0.016256048608313582,0.9940368999999999
166,171,0.0508149888181005,0.9958717
