,population_size,relative_error_avg,satisfied_clauses
47,52,0.010291484545149828,0.9968155000000001
48,53,0.01590504171825249,0.9980893
49,54,0.010920472696133271,0.9968153000000001
50,55,0.009833283320888788,0.9974523000000002
51,56,0.0162912206060151,0.9955414000000001
52,57,0.016538214479706187,0.9980892000000001
53,58,0.01488752072597117,0.9961784
54,59,0.01001869919239694,0.9961784
55,60,0.007400685200038409,0.9993631000000001
56,61,0.007949675227429316,0.9980893
57,62,0.014881872744185839,0.9974523000000002
58,63,0.012862904417529289,0.9968154
59,64,0.019102221081346498,0.9980893
60,65,0.01370974613480028,0.9968154
61,66,0.006399506284033349,0.9961785000000001
62,67,0.01085661201459685,0.9961785000000001
63,68,0.012363074457902266,0.9987262000000001
64,69,0.01645951237370216,0.9980892000000001
65,70,0.01244351248840966,0.9980892000000001
66,71,0.00953499684075943,0.9974523000000002
67,72,0.027372181381642317,0.9993631000000001
68,73,0.014069896587796667,0.9980893
69,74,0.01541144304212659,0.9968155
70,75,0.014950585276480733,0.9968154
71,76,0.01699546780368618,0.9987261000000001
72,77,0.00459317042026662,0.9987262000000001
73,78,0.01178592053650947,0.9974523000000002
74,79,0.021154709945147752,0.9987262000000001
75,80,0.015479100100642313,0.9974523000000002
76,81,0.003261011074925428,0.9987262000000001
77,82,0.02682157813069867,0.9980893
78,83,0.01363891291402577,0.9968153000000001
79,84,0.02012820704659722,0.9987262000000001
80,85,0.01195059441998063,0.9968154
81,86,0.014030080479866614,0.9993631000000001
82,87,0.009383200441585079,0.9974523000000002
83,88,0.011689438106829597,0.9987262000000001
84,89,0.011285351476746641,0.9980893
85,90,0.01403693343609366,0.9987262000000001
86,91,0.008958238766703017,0.9987262000000001
87,92,0.01003241364194772,0.9980893
88,93,0.018396456362075143,0.9980893
89,94,0.01797213920955399,0.9974523
90,95,0.018197893256996778,0.9980893
91,96,0.00389307960122382,1.0
92,97,0.00879501818773836,0.9993631000000001
93,98,0.012913544055770271,0.9974523
94,99,0.011393758245781108,0.9974522
95,100,0.02550832840778966,0.9968155000000001
96,101,0.008546288253107551,0.9968154
97,102,0.00282492090336013,1.0
98,103,0.006106668241742301,0.9993631000000001
99,104,0.00879675986205644,0.9993631000000001
100,105,0.00931245339604941,0.9974523
101,106,0.004895963682161967,0.9993631000000001
102,107,0.00314218066587933,0.9980892000000001
103,108,0.011853663265017762,0.9980893
104,109,0.012885750684794741,0.9987262000000001
105,110,0.013523274588470751,0.9987262000000001
106,111,0.005831664340113518,0.9980893
107,112,0.008087850203951369,1.0
108,113,0.0139608013797952,0.9987262000000001
109,114,0.00824272793952116,0.9993631000000001
110,115,0.010977038983276469,0.9961785000000001
111,116,0.00723790589036095,0.9993631000000001
112,117,0.01601546711271842,0.9968154
113,118,0.011127383073727461,0.9987262000000001
114,119,0.00645615199592432,0.9980892000000001
115,120,0.0077772089269297585,0.9980892000000001
116,121,0.008412300575945678,0.9980893
117,122,0.00777658289763664,0.9987262000000001
118,123,0.00945325888175486,0.9987262000000001
119,124,0.009996237240143717,0.9993631000000001
120,125,0.0065871275909264865,0.9987262000000001
121,126,0.02043255235169519,0.9968154
122,127,0.00455481300683644,0.9974523
123,128,0.0034193093558347793,0.9980893
124,129,0.014410299945905152,0.9980893
125,130,0.01404871264032356,0.9987262000000001
126,131,0.021106536024030773,0.9974523000000002
127,132,0.009836948785316971,0.9993631000000001
128,133,0.00727403872334535,0.9993631000000001
129,134,0.01146959655987019,0.9993631000000001
130,135,0.006805781737430516,0.9987262000000001
131,136,0.00402185108314544,0.9987262000000001
132,137,0.00586591321700426,0.9980892000000001
133,138,0.01135168960899206,0.9993631000000001
134,139,0.019527216780616672,0.9980892000000001
135,140,0.01092243015716245,0.9987262000000001
136,141,0.010096771077438588,0.9993631000000001
137,142,0.01076487227322285,0.9993631000000001
138,143,0.016274950818585904,0.9987262000000001
139,144,0.005560040378576599,0.9987262000000001
140,145,0.010712605768927345,0.9987262000000001
141,146,0.0058509476739965595,0.9987261000000001
142,147,0.01116486457716467,0.9987261000000001
143,148,0.00705785505149918,0.9993631000000001
144,149,0.011265098865133326,0.9974524
145,150,0.008101320638511236,0.9987262000000001
146,151,0.008504179152075929,0.9987261000000001
147,152,0.011070192335068391,1.0
148,153,0.01462468550316236,0.9993631000000001
149,154,0.00596913992061261,0.9993631000000001
150,155,0.0036484180211202198,1.0
151,156,0.00981098712183605,0.9993631000000001
152,157,0.0094048991493106,0.9993631000000001
153,158,0.018210902248804332,0.9980892000000001
154,159,0.00554333174399333,1.0
155,160,0.009600568333737678,0.9993631000000001
156,161,0.015023646179857502,0.9987262000000001
157,162,0.006679403166845869,1.0
158,163,0.0030979379882335968,0.9987262000000001
159,164,0.006689643093565798,0.9987262000000001
160,165,0.005045996427874309,1.0
161,166,0.01299827342195925,0.9993631000000001
162,167,0.007757781203034759,0.9987262000000001
163,168,0.00702759266976523,1.0
164,169,0.00804603029368544,0.9980892000000001
165,170,0.008562437018261409,0.9987262000000001
166,171,0.00719400814862779,0.9993631000000001
167,172,0.008015093247098991,0.9993631000000001
168,173,0.00263881344718546,0.9987261000000001
169,174,0.0055427531442415095,0.9987262000000001
170,175,0.0044890791351113995,0.9993631000000001
171,176,0.0004399202181907699,0.9993631000000001
172,177,0.00948032936980978,0.9993631000000001
173,178,0.00147074964328833,1.0
174,179,0.00659582113253146,0.9980892000000001
175,180,0.00648472241151065,1.0
176,181,0.008826586518586296,0.9987262000000001
177,182,0.00810068000433797,0.9993631000000001
178,183,0.00010478519035976,0.9980892000000001
179,184,0.0017097578719769998,0.9987261000000001
180,185,0.00797326274429635,0.9993631000000001
181,186,0.00592095387521258,0.9987261000000001
182,187,0.0080314491515805,0.9987262000000001
183,188,0.00534813630585114,0.9993631000000001
184,189,0.00541591448395171,1.0
185,190,0.0118231586574606,0.9974523000000002
186,191,0.007720863209596959,0.9987262000000001
187,192,0.00260125123477115,1.0
188,193,0.01627161631408511,0.9961784
189,194,0.006793182135605795,0.9980893
190,195,0.00586506366254119,1.0
191,196,0.005584295145719967,0.9987262000000001
192,197,0.0073858260736452104,0.9993631000000001
193,198,0.00936651576189965,0.9987262000000001
194,199,0.0022857550844384697,1.0
