,population_size,relative_error_avg,satisfied_clauses
0,5,0.16825598015901239,0.9770701
1,6,0.10194886807880252,0.9757961000000002
2,7,0.18463398535889006,0.9789810000000001
3,8,0.0678246065026238,0.9808917000000001
4,9,0.08149357565745649,0.9840764
5,10,0.06944348530275231,0.9859874000000002
6,11,0.09015966390060776,0.9853504000000001
7,12,0.07107938373901024,0.9828026000000001
8,13,0.07596597043239421,0.9847134000000001
9,14,0.07102037210087948,0.9898091000000001
10,15,0.0703819726901431,0.9885351
11,16,0.05295133729601618,0.9891721
12,17,0.058000635913148725,0.9878981000000001
13,18,0.06548205568719875,0.9898091000000001
14,19,0.05683833292147601,0.9923568000000001
15,20,0.04694909924075074,0.9898091000000001
16,21,0.04302574617412538,0.9891720000000002
17,22,0.0602556712969881,0.9898091000000001
18,23,0.045830056599043024,0.9936308
19,24,0.04641383892791065,0.991083
20,25,0.03966240521557178,0.990446
21,26,0.04323665015937295,0.9923569000000001
22,27,0.04021912342528931,0.9923570000000002
23,28,0.04253738631146946,0.9923567
24,29,0.06457671360827652,0.9923568000000001
25,30,0.06186401537494516,0.9942677000000002
26,31,0.040592123268631354,0.9904458999999999
27,32,0.021472597738454325,0.9929938000000001
28,33,0.056142262371409846,0.9917199
29,34,0.023083009322236066,0.9936307
30,35,0.013263602144187609,0.9961785000000001
31,36,0.0330771393288878,0.9910829
32,37,0.04441721287019759,0.9936308
33,38,0.019470041515642376,0.9955415000000001
34,39,0.024009032723786822,0.9942676
35,40,0.047843389068523895,0.9942676
36,41,0.03250750489972419,0.9936307000000001
37,42,0.037924665547884526,0.9968155000000001
38,43,0.03157273228384895,0.9936306
39,44,0.041537271511635096,0.9949045000000002
40,45,0.029947382612674756,0.9923568000000001
41,46,0.051538234807800246,0.9929937000000001
42,47,0.01741813599376319,0.9929938
43,48,0.013534571892287139,0.9968154
44,49,0.01270406713181508,0.9968154
45,50,0.014333376468412137,0.9968155000000001
46,51,0.03161584641230848,0.9980893
