satisfied_clauses,ratio_fully_satisfied,weight_sum,generations,relative_error_avg
0.9253518,0.0,90744.9,100.0,0.049947933540056465
0.9746478,0.3,104760.5,100.0,0.0022051085812685354
0.8999998,0.0,100807.1,100.0,0.08575690667241101
0.8563376999999999,0.0,85912.3,100.0,0.08293270139790503
0.9295773,0.0,113572.4,100.0,0.07897016910507317
0.8873238000000001,0.0,105136.2,100.0,0.08670153388183735
0.9647883,0.1,120770.5,100.0,0.027921525236190313
0.9619715,0.2,121434.7,100.0,0.0056173494134379035
0.9309856999999999,0.0,112911.3,100.0,0.09582192977348161
0.9845069000000001,0.7,145168.3,100.0,0.0215992653265178
0.8788729999999999,0.0,80266.6,100.0,0.08957213444100559
0.9746478,0.3,128770.3,100.0,0.013838589482579804
0.9436617999999999,0.0,105271.0,100.0,0.038738960974887764
0.935211,0.0,123663.7,100.0,0.021161674965524645
0.9647887,0.2,114503.2,100.0,0.006533052039381153
0.9239433,0.1,117490.0,100.0,0.022470150033069933
0.9845067000000001,0.2,134834.9,100.0,0.009326961785623762
0.8859152,0.0,93608.7,100.0,0.09499227961819204
0.9295771,0.0,99586.8,100.0,0.04439037691129895
0.9366194,0.2,119872.6,100.0,0.017328207347811698
